,Date,text
178,2022-04-28 20:05:24+00:00,FIERY EXCHANGE: @user was left stunned when Homeland Security Secretary Alejandro Mayorkas said ‘some’ of these illegal immigrants may still be in the country. http
179,2022-04-28 20:03:58+00:00,"Fewer Americans feeling positive about their finances, survey says http"
180,2022-04-28 19:57:12+00:00,Georgia gov: Federal judge orders special committee to stop raising funds for Kemp http
181,2022-04-28 19:44:58+00:00,Reaction to Biden's latest 'alarming' Russia gaffe: 'America deserves better' http
182,2022-04-28 19:37:50+00:00,How much could gas cost travelers this summer? http
183,2022-04-28 19:25:30+00:00,Amber Heard has symptoms of borderline personality disorder according to forensic psychologist: What is it? http
184,2022-04-28 19:09:59+00:00,Giants to decline fifth-year option on Daniel Jones as he faces likely 'prove it' season: report http
185,2022-04-28 19:02:14+00:00,White House announces $275 million for law enforcement to combat opioid epidemic http
186,2022-04-28 18:52:41+00:00,OPINION: Parents are chanting: 'Whose kids? Our kids.' And they're winning http
187,2022-04-28 18:45:42+00:00,Arizona crews battle another fire as windy conditions threaten US http
188,2022-04-28 18:30:16+00:00,"Jordan's questioning of Myorkas about migrants on terror watch list goes off the rails

http"
189,2022-04-28 18:20:05+00:00,"Rubio sounds alarm over DHS misinformation office: 'It's time to wake up'

http"
190,2022-04-28 18:10:03+00:00,"Suzanne Somers wants a ‘Three’s Company’ reboot with a John Ritter hologram, late actor’s son

http"
191,2022-04-28 18:00:13+00:00,"Watermelon man Ross Chastain's NASCAR Cup Series car to be sponsored by Pitbull at Dover

http"
192,2022-04-28 17:50:04+00:00,"Taiwan facing largest COVID outbreak so far

http"
193,2022-04-28 17:40:07+00:00,"Biden requests $33B from Congress for Ukraine emergency supplemental funding

http"
194,2022-04-28 17:30:09+00:00,"Rep. Issa accuses DHS chief Mayorkas of secretly ending Title 42 early

http"
195,2022-04-28 17:20:04+00:00,"Lily Peters murder: Wisconsin petition urges faster way to alert public of missing children

http"
196,2022-04-28 17:10:02+00:00,"Leo Terrell: BLM has 'no other agenda' but to fundraise by playing the race card

http"
197,2022-04-28 17:00:14+00:00,"Sen. Cotton slams Biden, Mayorkas: They think borders 'should never be enforced'

http"
198,2022-04-28 16:54:00+00:00,"Matthew Stafford's NFL Draft advice to Aidan Hutchinson: 'Just enjoy it'

http"
199,2022-04-28 16:50:03+00:00,"Florida man appeals murder convictions in slayings of wife, three kids and dog in Disney-area home

http"
200,2022-04-28 16:40:06+00:00,"Biden says students are like teachers' children when in classroom

http"
201,2022-04-28 16:30:10+00:00,"Mets' Buck Showalter engages in talks with MLB as more batters continue to get hit

http"
202,2022-04-28 16:20:04+00:00,"Massachusetts Dem arrested for DUI after crash, blows nearly four times the legal limit

http"
203,2022-04-28 16:10:08+00:00,"Blue states blasted for 'appalling' move to use COVID relief money to fund CRT: 'A trojan horse'

http"
204,2022-04-28 16:00:20+00:00,"GOP Rep. Salazar slams media over 'major' 'socialist' threat: 'We have a duty we're not fulfilling'

http"
205,2022-04-28 15:50:04+00:00,"Biden rarely lunches with Harris, despite promise to make them a 'weekly' event

http"
206,2022-04-28 15:40:06+00:00,"FBI warns teen boys increasingly targeted in online 'sextortion' schemes

http"
207,2022-04-28 15:30:12+00:00,"Hegseth rips states for using COVID relief money for CRT in schools: 'The goal is not education'

http"
208,2022-04-28 15:20:05+00:00,"Trump endorses Joe Lombardo in crowded GOP primary for Nevada governor

http"
209,2022-04-28 15:10:03+00:00,"Germany flips on sending arms to Ukraine, lawmakers overwhelmingly approve heavy weaponry shipment

http"
210,2022-04-28 15:00:18+00:00,"Biden sending Congress proposals to further crack down on Russian oligarchs over war in Ukraine

http"
211,2022-04-28 14:50:06+00:00,"Plains, Midwest and Great Lakes forecast to see cold weather

http"
212,2022-04-28 14:40:11+00:00,"China reports first human infection of H3N8 bird flu strain

http"
213,2022-04-28 14:30:13+00:00,"GOP Senate candidate T.W. Shannon targets ‘racist’ Planned Parenthood in ad: ‘True face of White supremacy’

http"
214,2022-04-28 14:20:07+00:00,"Rob Gronkowski brings Gronk Beach to Las Vegas, first-round draft picks on the guest list

http"
215,2022-04-28 14:10:03+00:00,"Texas sues to block Biden DHS rule allowing more asylum-seekers to remain in US

http"
216,2022-04-28 14:00:16+00:00,"Charlie Kirk on 'Fox &amp; Friends': 'The empire is going to strike back' against Elon Musk

http"
217,2022-04-28 13:50:04+00:00,"New York Times columnist breaks with fellow liberals distraught over Musk's Twitter purchase: 'A good thing'

http"
218,2022-04-28 13:43:28+00:00,"GOP Senate candidate @user targets ‘racist’ @user in ad: ‘True face of White supremacy’

http"
219,2022-04-28 13:40:11+00:00,"Kenneth Tsang, 'Die Another Day' actor, found dead while quarantining in Chinese hotel

http"
220,2022-04-28 13:30:12+00:00,"Rep. Fallon on 'Fox &amp; Friends First': Biden border crisis fueling 'record' level of drugs on American streets

http"
221,2022-04-28 13:20:06+00:00,"Stick-shift Toyota Supra revealed for S.I.Y. drivers

http"
222,2022-04-28 13:10:03+00:00,"Russia is 'increasing the pace' of its invasion after Putin threatens West, Ukraine says

http"
223,2022-04-28 13:00:12+00:00,"OPINION: Biden probe needs to untangle any foreign financial entanglements

http"
224,2022-04-28 12:52:38+00:00,"BREAKING: US economy shrank 1.4% at beginning of 2022, marking worst quarter in 2 years

http"
225,2022-04-28 12:50:06+00:00,"Putin's war on verge of expanding outside Ukraine as it cries 'terrorism' in Moldova

http"
226,2022-04-28 12:40:09+00:00,"Dems face closing window for legislative wins before midterms shut down House, Senate floors

http"
227,2022-04-28 12:30:05+00:00,"US, partners launch plan for 'future' of internet, as China, Russia use 'dangerous' malign practices

http"
228,2022-04-28 12:20:04+00:00,"Hawaii’s stray cats pose major threat to protected species: Why visitors should be cautious

http"
229,2022-04-28 12:10:06+00:00,"Real-life Barbie drives an electric Chevrolet Corvette

http"
230,2022-04-28 12:00:14+00:00,"NYC Mayor Adams angers police union with new cell phone rule: 'Our justice system is failing'

http"
231,2022-04-28 11:50:05+00:00,"Jailed Marine Trevor Reed lands in US after prisoner swap with Russia

http"
232,2022-04-28 11:40:03+00:00,"Kenosha meeting discussing memorial for man shot by Rittenhouse gets heated: 'Like a lunatic'

http"
233,2022-04-28 11:30:12+00:00,"Navy veteran in Texas sheds 70 pounds: 'My health was declining'

http"
234,2022-04-28 11:20:04+00:00,"DC college students say climate change and COVID-19 are top voting priorities

http"
235,2022-04-28 11:10:03+00:00,"Biden ramping up for the midterms: 'Expect more POTUS’

http"
236,2022-04-28 11:00:09+00:00,"Putin 'only understands power' in Russia-Ukraine war: Retired Gen. Richard Newton

http"
237,2022-04-28 10:50:06+00:00,"Ingraham: Most migrants are gaming our asylum laws

http"
238,2022-04-28 10:40:06+00:00,"Hannity: Democrats are in a state of panic

http"
239,2022-04-28 10:30:14+00:00,"‘HELLO, MR. DRUG SMUGGLER’: Representative @user tears into the White House for its ‘horrible’ response to the illegal immigration surge. http http"
240,2022-04-28 10:20:06+00:00,"OPINION: Democrats' hold on the Black community is ending

http"
241,2022-04-28 10:15:07+00:00,"White House touts 'small business boom' ahead of midterm elections, despite high inflation, gas prices http"
242,2022-04-28 10:00:05+00:00,HOWARD KURTZ: Why McCarthy’s Jan. 6 calls reflect a deep Republican divide http
243,2022-04-28 09:45:02+00:00,NFL Draft inside look: Las Vegas hosts one of league's premier events http
244,2022-04-28 09:30:12+00:00,. @user signs letter demanding American universities divest from China http
245,2022-04-28 09:15:07+00:00,Critics blast Adam Schiff as 'king of disinformation' following his concerns about Musk's Twitter purchase http
246,2022-04-28 09:00:15+00:00,"Amber Heard, Elon Musk: What to know about Tesla chief’s relationship with Johnny Depp’s ex-wife http"
247,2022-04-28 08:45:02+00:00,"OPINION: Supreme Court can save religious liberty for football coaches, and for all Americans http"
