,Date,text,label,score
51,2022-04-29 15:40:00+00:00,"Jack Brewer files police report on Joy Reid for putting kids in ‘danger,’ demands apology 

http",Negative,0.6262601017951965
52,2022-04-29 15:30:00+00:00,"'NO ANSWERS': GOP rep grills Biden's secretary of state over Ukraine 'lies'

http",Negative,0.6832528710365295
53,2022-04-29 15:20:00+00:00,"NBC op-ed blasts efforts to curb youth 'gender-affirming' surgeries, blames GOP 'cultural authoritarianism'

http",Negative,0.5439706444740295
54,2022-04-29 15:10:00+00:00,"Ukraine war: International Planned Parenthood Fed. provides abortion pills, rape kits to victims of invasion

http",Negative,0.5448113083839417
55,2022-04-29 15:00:01+00:00,"'HIJACKED BY EXTREMISTS': Liberals lose it after Elon Musk's tweets about the Democratic Party

http",Negative,0.7741826176643372
56,2022-04-29 14:50:00+00:00,"Oregon sheriff 'absolutely disgusted' over progressive governor granting clemency to 'cold-blooded killer'

http",Negative,0.7829596996307373
57,2022-04-29 14:40:00+00:00,"Biden admin was 'actively encouraging' states to use COVID money to push CRT, says One Nation president

http",Neutral,0.8987354636192322
58,2022-04-29 14:30:00+00:00,"Indiana's attorney general sues Black Lives Matter over its use of donations

http",Neutral,0.6701459288597107
59,2022-04-29 14:20:00+00:00,"White House communications director tests positive for COVID

http",Neutral,0.7077825665473938
60,2022-04-29 14:00:01+00:00,"WHO'S NEXT?: A look at the celebs yet to testify in the Johnny Depp trial

http",Neutral,0.9528066515922546
61,2022-04-29 13:50:00+00:00,"West Memphis police slam 'heinous' murder accusation after man jumps from bridge

http",Negative,0.6302748918533325
62,2022-04-29 13:40:00+00:00,"Putin's war claims U.S. embassy security guard in Kyiv

http",Negative,0.5930036902427673
63,2022-04-29 13:30:00+00:00,"'LIKE A SON TO JOE': President Biden's close relationship with Hunter associate who led company with China ties exposed

http",Neutral,0.8066502809524536
64,2022-04-29 13:20:00+00:00,"OPINION: I'm a dad who wants schools to teach kids how to read—not how to be gender fluid

http",Neutral,0.7320896983146667
65,2022-04-29 13:10:00+00:00,"Rep. Mast grills Blinken over 'lies' on Ukraine: 'He gave no answers'
http",Negative,0.6383294463157654
66,2022-04-29 13:00:02+00:00,"Lara Trump on 'Fox &amp; Friends First': Biden's 'Ministry of Truth' is very concerning
http",Negative,0.5506263375282288
67,2022-04-29 12:50:00+00:00,"Storm forecast to threaten Plains as Northeast experiences below-average temperatures
http",Neutral,0.7509190440177917
68,2022-04-29 12:40:00+00:00,"Buzzkill: Ford might put screen doors on the Bronco
http",Neutral,0.920535683631897
69,2022-04-29 12:30:01+00:00,"Putin to attend G20 summit, Indonesia says; Zelenskyy also invited
http",Neutral,0.8028786182403564
70,2022-04-29 12:10:00+00:00,"FedEx employee charged after allegedly stealing package with iPads, police say
http",Neutral,0.5505405068397522
71,2022-04-29 12:00:02+00:00,"MSNBC, other liberal outlets repeatedly paint opponents, conservatives as 'fascists' to viewers
http",Negative,0.6835245490074158
72,2022-04-29 11:50:00+00:00,"Immigration nears top of list of urgent issues for Americans, overtaking Ukraine: poll
http",Neutral,0.8425076603889465
73,2022-04-29 11:40:00+00:00,"Garland, Rep. Garcia spar over 'enormously concerning' crime spike
http",Neutral,0.7827597856521606
74,2022-04-29 11:30:00+00:00,"Mayorkas testifies more than 389,000 migrant ‘gotaways’ at border
http",Neutral,0.6855645179748535
75,2022-04-29 11:20:00+00:00,"NFL Draft: Giants' Adoree' Jackson reveals how rookies can earn respect in locker room, talks own experience
http",Neutral,0.725273847579956
76,2022-04-29 11:10:00+00:00,"Dem Title 42 compromise being 'worked on,' Hoyer and Schumer say, as moderates seek distance from White House
http",Neutral,0.9004445672035217
77,2022-04-29 11:00:02+00:00,"4-year-old gets a new heart for his birthday: 'Eternally grateful'
http",Positive,0.9639523029327393
78,2022-04-29 10:50:00+00:00,"Hunter Biden associate visited Obama-Biden White House 7 times after becoming head of company with CCP ties
http",Neutral,0.9143380522727966
79,2022-04-29 10:40:00+00:00,"Zelenskyy to launch operation to evacuate civilians in Mariupol steel plant Friday
http",Neutral,0.897808313369751
80,2022-04-29 10:30:08+00:00,"DOJ sues former Trump campaign chair Paul Manafort for $3M on tax evasion, bank fraud http",Neutral,0.5849886536598206
81,2022-04-29 10:30:00+00:00,"Biden student debt cancellation may worsen inflation; US Marine vet dies fighting alongside Ukrainians
http",Negative,0.845630407333374
82,2022-04-29 10:20:00+00:00,"DOJ sues former Trump campaign chair Paul Manafort for $3M on tax evasion, bank fraud
http",Neutral,0.5549793839454651
83,2022-04-29 10:15:06+00:00,British Virgin Islands premier arrested by DEA in Miami on drug smuggling charges http,Neutral,0.6223549842834473
84,2022-04-29 10:10:00+00:00,"British Virgin Islands premier arrested by DEA in Miami on drug smuggling charges
http",Neutral,0.5803337097167969
85,2022-04-29 10:00:17+00:00,3 California Highway Patrol officers injured in fiery freeway crash http,Negative,0.5436667799949646
86,2022-04-29 10:00:03+00:00,"3 California Highway Patrol officers injured in fiery freeway crash
http",Negative,0.5377528071403503
87,2022-04-29 09:45:06+00:00,OPINION: I'm a dad who wants schools to teach kids how to read—not how to be gender fluid http,Neutral,0.754173994064331
88,2022-04-29 09:30:16+00:00,Children’s book about Rush Limbaugh aims to teach kids importance of First Amendment http,Neutral,0.8589513301849365
89,2022-04-29 09:15:02+00:00,GROWING WINGS: Billionaire @user appears ready to fly far away from the Democratic Party as he faces barrage of criticism from the Left over Twitter acquisition. http,Neutral,0.5263664126396179
90,2022-04-29 09:00:16+00:00,".@GovRonDeSantis on Florida's surgeon general: If you're being attacked by media, I know you're doing a hell of a job http",Neutral,0.5064998269081116
91,2022-04-29 08:45:02+00:00,Depp-Heard defamation trial: A look at the celeb witnesses still set to testify http,Neutral,0.8779231309890747
92,2022-04-29 08:30:09+00:00,Saudis would develop bomb 'the next day' if Iran nuclear deal led to weapons capability: experts http,Neutral,0.820393979549408
93,2022-04-29 08:15:06+00:00,"Rush Limbaugh, Tiger Woods among the most successful college dropouts of our time http",Neutral,0.7837740182876587
94,2022-04-29 08:00:10+00:00,".@GovRonDeSantis warns Biden: If you caravan illegal migrants to Florida, we'll reroute them to Delaware http",Neutral,0.5465467572212219
95,2022-04-29 07:45:03+00:00,Experts slam NYT's claim legal gun sales partly to blame for rapid increase in violent crime http,Negative,0.7409729361534119
96,2022-04-29 07:30:14+00:00,Jaguars select Travon Walker: What to know about the 2022 NFL Draft's No. 1 pick http,Neutral,0.9558225274085999
97,2022-04-29 07:15:11+00:00,"LA DA George Gascon causing ‘havoc and mayhem,’ recall effort will be a 'photo finish,' deputy DA says http",Negative,0.6178794503211975
98,2022-04-29 07:00:05+00:00,.@GovRonDeSantis blasts Disney execs’ attack on parents: 'Walt Disney would not want that' http,Negative,0.6290238499641418
99,2022-04-29 06:50:07+00:00,"Chipotle CFO weighs in on inflation, calls it 'one of the most challenging environments to predict' http http",Neutral,0.7391766309738159
100,2022-04-29 06:45:05+00:00,Colorado reports first human case of H5 bird flu in US in poultry worker http,Neutral,0.6223668456077576
101,2022-04-29 06:30:06+00:00,Large fire burning near homeless encampment in Oakland: reports http,Neutral,0.733852207660675
102,2022-04-29 06:15:05+00:00,Former Marine dies fighting alongside Ukrainians; Widow calls him a 'hero' http,Neutral,0.5110446810722351
103,2022-04-29 06:00:05+00:00,.@IngrahamAngle: DeSantis has embraced policies that once seemed unthinkable http,Neutral,0.7681001424789429
104,2022-04-29 05:45:06+00:00,OPINION: @user The White House wants to police people's opinions http,Negative,0.586076021194458
105,2022-04-29 05:30:06+00:00,OPINION: Parents are chanting: 'Whose kids? Our kids.' And they're winning  http,Positive,0.762302577495575
106,2022-04-29 05:15:05+00:00,Elizabeth Warren calls for new 'rules' to govern 'unregulated' social media amid Musk's Twitter takeover  http,Neutral,0.9080972075462341
107,2022-04-29 05:00:12+00:00,"'EDUCATION' NOT 'INDOCTRINATION': @user responds to critics of Florida's parental rights law, says they don't want parents involved in education because they know that they would be an 'obstacle to them indoctrinating.' http",Negative,0.561404287815094
108,2022-04-29 04:45:09+00:00,‘I’M BACK!’: Trump officially joins TRUTH social. http http,Positive,0.7570609450340271
109,2022-04-29 04:30:05+00:00,POLICING SPEECH: @user accuses Biden admin of creating 'ministry of truth' to violate First Amendment. http,Negative,0.7039579749107361
110,2022-04-29 04:15:04+00:00,Sarah Huckabee Sanders: Everything Biden and Harris touch is ruined http,Negative,0.8946725130081177
111,2022-04-29 04:05:05+00:00,California Democrat says parents at school board meetings need 'a lesson' http,Neutral,0.8627782464027405
112,2022-04-29 04:01:03+00:00,"'DISNEY WILL PAY ITS DEBTS': Florida @user fires back at Disney's response to their special exemption's removal, says 'it's wrong' for any company to 'attack parents': 'Walt Disney would not want that.' @user http",Negative,0.5657997131347656
113,2022-04-29 03:56:04+00:00,WATCH: Why expert predicts stock market 'bottom' is getting close http http,Neutral,0.8689747452735901
114,2022-04-29 03:43:46+00:00,Kilmeade: George Orwell's dystopian society becoming a reality with Biden's latest action http,Neutral,0.8408133387565613
115,2022-04-29 03:38:00+00:00,Jordan: What they are doing to our country is intentional http,Negative,0.6302807331085205
116,2022-04-29 03:22:53+00:00,OPINION: Tucker: Nina Jankowicz is the most ridiculous of all in Biden's Ministry of Truth http,Negative,0.865013062953949
117,2022-04-29 03:20:44+00:00,"'FALLING APART': @user blasts the Biden administration for inflation, crime and the spiraling border crisis. http",Negative,0.8015274405479431
118,2022-04-29 03:00:40+00:00,‘NOT RELEVANT’: Senate hopeful @user responds to critics who have questioned his allegiance to the U.S. because he holds dual citizenship with Turkey. http,Neutral,0.9051270484924316
119,2022-04-29 02:56:20+00:00,Titans send AJ Brown to Eagles in blockbuster trade http,Neutral,0.9330919981002808
120,2022-04-29 02:52:15+00:00,GROWING WINGS: Billionaire @user appears ready to fly far away from the Democratic Party as he faces barrage of criticism from the Left over Twitter acquisition. http,Neutral,0.5263664126396179
121,2022-04-29 02:47:26+00:00,.@cvpayne: You must always be engaged in the market http http,Neutral,0.605584442615509
122,2022-04-29 02:45:41+00:00,New Disinformation Governance Board better suited for dictatorships: Gabbard http,Neutral,0.7969299554824829
123,2022-04-29 02:41:29+00:00,"‘DEPARTMENT OF PROPAGANDA’: @user says ‘ministry of truth’ creation is just another example of DC elites running the show, not the president. http",Neutral,0.5117803812026978
124,2022-04-29 02:33:42+00:00,"Elon Musk sells $4B in Tesla stock, announces no further sales planned http",Neutral,0.8661997318267822
125,2022-04-29 02:25:40+00:00,"Assaults, fires, roach infestations in San Francisco's hotels for homeless program revealed http",Neutral,0.6532919406890869
126,2022-04-29 02:12:41+00:00,Sarah Huckabee Sanders: Everything Biden and Harris touch is ruined http,Negative,0.8946725130081177
127,2022-04-29 01:58:09+00:00,Putin looking at US because of its past actions that 'led to' Ukraine invasion: Rove http,Neutral,0.661631166934967
128,2022-04-29 01:53:26+00:00,POLICING SPEECH: @user accuses Biden admin of creating 'ministry of truth' to violate First Amendment. http,Negative,0.7039579749107361
129,2022-04-29 01:49:01+00:00,Maryland state troopers hospitalized after suspected impaired driver strikes police vehicle http,Negative,0.6118177175521851
130,2022-04-29 01:42:10+00:00,‘Schitt’s Creek’ to move from Netflix to Hulu after Disney streamer takes over rights http,Neutral,0.907140851020813
131,2022-04-29 01:33:30+00:00,MSNBC's Lawrence O'Donnell condemns the Senate as a 'permanently anti-democratic institution' http,Negative,0.7806907296180725
132,2022-04-29 01:29:07+00:00,NPR argues economy is 'sturdier than it looks' amid shrinking report http,Neutral,0.5567198991775513
133,2022-04-29 01:17:03+00:00,California socialite accused of running over and killing two children appears in court http,Negative,0.7483305931091309
134,2022-04-29 01:16:11+00:00,GAFFER-IN-CHIEF: The president's comments about Russia left many scratching their heads. http http,Negative,0.5969858765602112
135,2022-04-29 01:01:11+00:00,LIVE UPDATES: Walker goes No. 1 and Hutchinson follows as No. 2 at NFL Draft http http,Neutral,0.9260995388031006
136,2022-04-29 00:56:48+00:00,Dwayne Haskins honored at NFL Draft with moment of silence http,Positive,0.5744558572769165
137,2022-04-29 00:43:22+00:00,Family of Los Angeles woman killed by teen speeding in Lamborghini wins $18.85 million lawsuit http,Negative,0.5556361675262451
138,2022-04-29 00:34:24+00:00,"Christina Haack’s ex Ant Anstead files for full custody of their 2-year-old son, criticizes her parenting http",Negative,0.7347614169120789
139,2022-04-29 00:29:03+00:00,"Jeanine Pirro rips new DHS 'disinfo board': Quicker than Ukraine got weapons, more organized than Afghan exit http",Neutral,0.7759563326835632
140,2022-04-29 00:22:44+00:00,NFL Draft 2022: Jaguars select defensive lineman Travon Walker http,Neutral,0.9534820318222046
141,2022-04-29 00:16:48+00:00,Arkansas attorney general files lawsuit against Family Dollar after rodent infestation detected at facility http,Neutral,0.5398424863815308
142,2022-04-29 00:13:21+00:00,‘SHADOW ON EARTH’: The first solar eclipse of the year is just days away – here’s where to watch it. http http,Neutral,0.5993717908859253
143,2022-04-29 00:10:25+00:00,LIVE UPDATES: NFL Draft 2022 opens with Jaguars’ selection http http,Neutral,0.9540371298789978
144,2022-04-29 00:00:43+00:00,California woman charged in baby abduction was 'obsessed' with child after meeting grandma at church: report http,Neutral,0.5776755213737488
145,2022-04-28 23:53:34+00:00,Phoenix PD release body cam footage showing female officer shot during ambush http,Neutral,0.8061539530754089
146,2022-04-28 23:47:33+00:00,Washington Post columnist: Would the Left be ‘freaking out’ over Musk if Twitter was ‘really so evenhanded'? http,Neutral,0.8218733072280884
147,2022-04-28 23:34:46+00:00,‘I’M BACK!’: Trump officially joins TRUTH social. http http,Positive,0.7570609450340271
148,2022-04-28 23:30:03+00:00,Los Angeles police respond to armed robbery near high-end Beverly Center mall http,Neutral,0.8483014702796936
149,2022-04-28 23:22:10+00:00,Who is Elon Musk? Fox Nation reveals his key to success http,Neutral,0.6016671061515808
150,2022-04-28 23:04:23+00:00,Blac Chyna-Kardashians trial to begin closing arguments http,Neutral,0.9489215612411499
151,2022-04-28 22:57:01+00:00,"LIVE UPDATES: Football stars, celebrates descend on red carpet ahead of NFL Draft http http",Neutral,0.7506065368652344
152,2022-04-28 22:50:51+00:00,Grim GDP report undercuts Democrats' midterm messaging http,Negative,0.545154869556427
153,2022-04-28 22:45:14+00:00,National security expert: Biden must revive Trump’s 'energy dominance' to put Putin in his place http,Neutral,0.8573173880577087
154,2022-04-28 22:40:50+00:00,NYPD searching for suspects who stole from Brooklyn vape shop in grab-and-go scheme http,Neutral,0.7856853008270264
155,2022-04-28 22:35:16+00:00,"Chipotle CFO weighs in on inflation, calls it 'one of the most challenging environments to predict' http http",Neutral,0.7391766309738159
156,2022-04-28 22:33:56+00:00,"FedEx employee charged after allegedly stealing package with iPads, police say http",Negative,0.515032947063446
157,2022-04-28 22:25:11+00:00,White House defends DHS 'disinformation' board: 'Not sure who opposes that effort' http,Neutral,0.8564757704734802
158,2022-04-28 22:18:50+00:00,"Travis Barker brings Kris Jenner to tears, visits Robert Kardashian Sr.’s grave for blessing to marry Kourtney http",Neutral,0.7651814222335815
159,2022-04-28 22:12:46+00:00,BREAKING: James Corden exiting ‘The Late Late Show' in 2023 http,Neutral,0.9587423205375671
160,2022-04-28 22:10:12+00:00,How to watch the April 2022 solar eclipse online http,Neutral,0.8946630954742432
161,2022-04-28 22:00:30+00:00,Trump joins TRUTH Social: 'I'M BACK! #COVFEFE' http,Neutral,0.6137997508049011
162,2022-04-28 21:46:25+00:00,WATCH: Why expert predicts stock market 'bottom' is getting close http http,Neutral,0.8689747452735901
163,2022-04-28 21:45:04+00:00,HONORING OLD GLORY: Sanitation worker Don Gardner explains why he saved discarded American flag.  http http,Positive,0.6792883276939392
164,2022-04-28 21:44:58+00:00,MSNBC analyst claims he was confronted by a 'Musk bro' at an airport http,Neutral,0.8345324993133545
165,2022-04-28 21:38:28+00:00,‘NEW FRONTIER’:  Businessman explains why Texas is the perfect place for the social media giant.   http http,Positive,0.8613730669021606
166,2022-04-28 21:33:49+00:00,Russian sanctions: German energy company agrees to Russia's ruble conversion plan http,Neutral,0.6927754282951355
167,2022-04-28 21:26:11+00:00,Oklahoma lawmakers send 6-week abortion ban to governor's desk http,Neutral,0.8762438893318176
168,2022-04-28 21:17:18+00:00,Florida man arrested for allegedly burning Dallas lawyer Ira Tobolowsky to death in 2016 http,Negative,0.5657551884651184
169,2022-04-28 21:11:46+00:00,"MSNBC, other liberal outlets repeatedly paint opponents, conservatives as 'fascists' to viewers http",Negative,0.6105678677558899
170,2022-04-28 21:02:40+00:00,"Immigration nears top of list of urgent issues for Americans, overtaking Ukraine: poll http",Neutral,0.8839293718338013
171,2022-04-28 20:54:30+00:00,Elizabeth Warren calls for new 'rules' to govern 'unregulated' social media amid Musk's Twitter takeover http,Neutral,0.9108228087425232
172,2022-04-28 20:35:50+00:00,.@cvpayne: You must always be engaged in the market http http,Neutral,0.605584442615509
173,2022-04-28 20:31:04+00:00,"FDA releases plan to ban menthol in cigarettes, cigars http",Neutral,0.8570260405540466
174,2022-04-28 20:28:45+00:00,"Jorge Masvidal accused of giving Covington a 'brain injury' in Miami attack, ordered to stay away: report http",Neutral,0.6258612871170044
175,2022-04-28 20:22:48+00:00,"Tom Cruise reveals ‘Mission: Impossible 7’ title, trailer at CinemaCon 2022 http",Neutral,0.644243061542511
176,2022-04-28 20:13:42+00:00,'Outnumbered' torches Biden disinformation exec who dismissed Hunter's laptop: 'Can't make this up' http,Negative,0.6585679054260254
177,2022-04-28 20:09:17+00:00,Texas bus carrying baseball team rolls over on highway http,Neutral,0.7975828647613525
178,2022-04-28 20:05:24+00:00,FIERY EXCHANGE: @user was left stunned when Homeland Security Secretary Alejandro Mayorkas said ‘some’ of these illegal immigrants may still be in the country. http,Negative,0.6643278002738953
179,2022-04-28 20:03:58+00:00,"Fewer Americans feeling positive about their finances, survey says http",Neutral,0.5204469561576843
180,2022-04-28 19:57:12+00:00,Georgia gov: Federal judge orders special committee to stop raising funds for Kemp http,Neutral,0.6865923404693604
181,2022-04-28 19:44:58+00:00,Reaction to Biden's latest 'alarming' Russia gaffe: 'America deserves better' http,Neutral,0.7045504450798035
182,2022-04-28 19:37:50+00:00,How much could gas cost travelers this summer? http,Neutral,0.8796486854553223
183,2022-04-28 19:25:30+00:00,Amber Heard has symptoms of borderline personality disorder according to forensic psychologist: What is it? http,Neutral,0.742675244808197
184,2022-04-28 19:09:59+00:00,Giants to decline fifth-year option on Daniel Jones as he faces likely 'prove it' season: report http,Neutral,0.8256868720054626
185,2022-04-28 19:02:14+00:00,White House announces $275 million for law enforcement to combat opioid epidemic http,Neutral,0.6239594221115112
186,2022-04-28 18:52:41+00:00,OPINION: Parents are chanting: 'Whose kids? Our kids.' And they're winning http,Positive,0.7339492440223694
187,2022-04-28 18:45:42+00:00,Arizona crews battle another fire as windy conditions threaten US http,Neutral,0.7397580742835999
188,2022-04-28 18:30:16+00:00,"Jordan's questioning of Myorkas about migrants on terror watch list goes off the rails

http",Neutral,0.5488057136535645
189,2022-04-28 18:20:05+00:00,"Rubio sounds alarm over DHS misinformation office: 'It's time to wake up'

http",Neutral,0.7597109079360962
190,2022-04-28 18:10:03+00:00,"Suzanne Somers wants a ‘Three’s Company’ reboot with a John Ritter hologram, late actor’s son

http",Neutral,0.9166414737701416
191,2022-04-28 18:00:13+00:00,"Watermelon man Ross Chastain's NASCAR Cup Series car to be sponsored by Pitbull at Dover

http",Neutral,0.9237807393074036
192,2022-04-28 17:50:04+00:00,"Taiwan facing largest COVID outbreak so far

http",Negative,0.6295639276504517
193,2022-04-28 17:40:07+00:00,"Biden requests $33B from Congress for Ukraine emergency supplemental funding

http",Neutral,0.8821772933006287
194,2022-04-28 17:30:09+00:00,"Rep. Issa accuses DHS chief Mayorkas of secretly ending Title 42 early

http",Negative,0.5821354389190674
195,2022-04-28 17:20:04+00:00,"Lily Peters murder: Wisconsin petition urges faster way to alert public of missing children

http",Neutral,0.7030823230743408
196,2022-04-28 17:10:02+00:00,"Leo Terrell: BLM has 'no other agenda' but to fundraise by playing the race card

http",Neutral,0.639881432056427
197,2022-04-28 17:00:14+00:00,"Sen. Cotton slams Biden, Mayorkas: They think borders 'should never be enforced'

http",Negative,0.6592785716056824
198,2022-04-28 16:54:00+00:00,"Matthew Stafford's NFL Draft advice to Aidan Hutchinson: 'Just enjoy it'

http",Neutral,0.89208984375
199,2022-04-28 16:50:03+00:00,"Florida man appeals murder convictions in slayings of wife, three kids and dog in Disney-area home

http",Negative,0.604644775390625
200,2022-04-28 16:40:06+00:00,"Biden says students are like teachers' children when in classroom

http",Neutral,0.863987922668457
