,Unnamed: 0,tweetcreatedts,text,language,username,label,score
53,15,2021-12-24 03:28:27+00:00,"@FoxNews Americas leadership has proven to the two most dangerous adversaries on earth, we are weak and unprepared. Maybe the racist extremist terrorists of the BLM communist movement can lay their lives down for Ukraine. I'd support that. Putin needs to act now.",en,5050Ashna,Negative,0.8270500302314758
54,16,2021-12-24 02:09:32+00:00,@FoxNews Didn't the last guy abandoned Ukraine ?\n\nhttps://t.co/ukbFyOl1Ze,en,rokmoto131,Neutral,0.570473849773407
55,17,2021-12-24 02:06:48+00:00,@FoxNews This something like N.Korea China..only diff here Ukraine is Democratic,en,WPXX5,Neutral,0.597177267074585
56,18,2021-12-24 01:58:21+00:00,@FoxNews Yeahhhh caude the 100k Russian troops at Ukraine's border is just for training exercises!?\nThe stage is being set and\nwe're being suckered in! https://t.co/IcjZgUXtOc,en,vipersnke,Negative,0.7795050144195557
57,19,2021-12-24 01:53:05+00:00,@FoxNews Putin wants Ukraine and China wants Taiwan.,en,aanalyst50,Negative,0.5103127956390381
58,20,2021-12-24 01:50:14+00:00,@FoxNews How dare the west try to defend a sovereign state ... not that a buffer between the rest of Europe and Russia isn't a good thing as well. He should stay out of Ukraine and so should the West ... unless Putin continues to threaten.,en,BSheepleherder,Negative,0.8649327158927917
59,21,2021-12-24 01:42:31+00:00,@FoxNews We need to give Ukraine our full military support.,en,godfrey58kevin,Neutral,0.7040643095970154
60,0,2021-12-25 20:51:48+00:00,"@FoxNews @KimStrassel @MaryAnastasiaOG #journaleditorialreport It's clear Biden inherited Trump's foreign policy disasters in Iran, Afghanistan, Russia, and  China. Then Trump initiated an insurrection over the big lie after he lost fair and square.  Condemn Trump.",en,DesdeSher,Negative,0.8573837280273438
61,1,2021-12-25 20:17:32+00:00,@FoxNews The USA Emigration department or ICE act no diferent that the Nazis not because they want to its because the policy of the USA not diferent than the Countries we criticize like Chinao or Russia !,en,CajinaNeftali,Negative,0.77888023853302
62,2,2021-12-25 14:05:35+00:00,@FoxNews Will trade Ukraine for Siberia.,en,Marcuorelius,Neutral,0.6100456714630127
63,3,2021-12-25 11:32:36+00:00,"@FoxNews @TuckerCarlson @JudgeJeanine @seanhannity @greggutfeld  we need more love and understanding from china,US and russia.we have to bear with one another's differences or we'll just fight forever with no end in sight.we can't go on living like this.everybody is miserable !!!",en,Kennydancerfun,Negative,0.706268846988678
64,4,2021-12-25 07:57:02+00:00,"@FoxNews The best defense is attack. Russia, Capital riot.. dems on the attacking model non stop, it makes republicans no time to fight back, even there found nothing in Russia shit for 4 years, dems are getting away from all crimes and keep attack. Jan 6 will be the same.",en,erinli_lin,Negative,0.7512449622154236
65,5,2021-12-25 06:00:08+00:00,"@FoxNews Snd FOX thinks this is something good to post.   Kick Murdoch out of the US.   Murdoch,   Go live in Russia.  Putin can be your leader.",en,drvancouver,Negative,0.8457241058349609
66,0,2021-12-26 23:36:30+00:00,@FoxNews Well we were fuming over the vulgar left wing slur of Trump Russia collusion.  That was actually far more damaging to credibility of the President btw.,en,SBADJ1,Negative,0.8860654830932617
67,1,2021-12-26 23:04:50+00:00,@FoxNews There is no God given right to anything. This former police officer should go live in Russia and see what rights he has there.,en,mmkennedypei,Negative,0.8457621335983276
68,2,2021-12-26 22:26:40+00:00,@FoxNews Russia and China are awesome!,en,Rock07227907,Positive,0.9696972966194153
69,3,2021-12-26 22:25:39+00:00,@FoxNews Putin is firmly in control of the situation he must think Joe is too good to be true. He can do whatever he wants and America isn’t going to do anything about it. They’re getting their pipeline and they’re still going to take Ukraine these are all calculated moves.,en,CindyBoivin20,Negative,0.6313162446022034
70,4,2021-12-26 21:57:20+00:00,@FoxNews Do not give them an inch. They have no interest in war with Ukraine and the US. Know a bluff when you see it.,en,stevelaw96,Negative,0.8186160326004028
71,5,2021-12-26 21:55:41+00:00,@FoxNews That's great that gladimir Putin came to his senses withdrew his troops from the Ukraine to avoid any wars,en,StevenDent17,Positive,0.6413933038711548
72,6,2021-12-26 21:54:23+00:00,@FoxNews Just for perspective's sake.... how many soldiers REMAINED at the Ukraine border?\nGive us complete information. but... as FoxNews used to say...,en,Laurenciamata,Neutral,0.5700880289077759
73,7,2021-12-26 21:14:12+00:00,@FoxNews Russia 🇷🇺 have a ready troops to fighter,en,AboGn9,Neutral,0.7956083416938782
74,8,2021-12-26 21:02:01+00:00,@FoxNews Putin is firmly in control of the situation he must think Joe is too good to be true. He can do whatever he wants and America isn’t going to do anything about it. They’re getting their pipeline and they’re still going to take Ukraine these are all calculated moves.,en,a_anagra,Negative,0.6313162446022034
75,9,2021-12-26 20:59:12+00:00,@FoxNews Yes!!  Myself and my ancestors and relatives do not want Russia coming back to the Ukraine.,en,Yelsaveta,Negative,0.8267905712127686
76,10,2021-12-26 20:48:19+00:00,@FoxNews Europe can deal with this our military deserves a break from policing the world not our problem I mean Russia isn’t in my back yard so who cares unless they screw with Alaska I see no problem,en,demsrnuts21,Negative,0.7179775238037109
77,11,2021-12-26 20:05:20+00:00,"@FoxNews Maybe the Donald could bring a ""Reset button""? Who gave a bunch of Uranium to Russia and charged a fortune for a ""Speech"". I'm surprised they didn't sell paintings too.. TBH We need to investigate The Clinton Foundation After 2022!",en,jimmih56,Negative,0.6876179575920105
78,12,2021-12-26 18:47:58+00:00,"@FoxNews Amazing how much Russophobia there is on Twitter, while the same people say very little about China. China is MUCH more threatening--and is a HUGE example of how DUMB our policy elites can be: Cornering Russia while all our medicines, important stuff gets ""Made in China.""",en,MichaelGStefany,Negative,0.8795994520187378
79,13,2021-12-26 17:29:55+00:00,"@FoxNews No Man is going to vote for a woman president, God said Woman shall not Lead over Man Let's not get away from that. Hillary and Obama was behind the LIES about Trump, trying to destroy him concerning Russia, we don't need A DIRTY WOMAN LIKE HILLARY!.",en,CarolynVetsch,Negative,0.831444263458252
80,14,2021-12-26 15:13:21+00:00,@FoxNews @JesseBWatters That’s what Trump was saying that the United States should be more like Russia and keep a president in office like his best friend Putin. https://t.co/MYzg7tyMr1,en,ThisGir05930067,Neutral,0.6135378479957581
81,15,2021-12-26 14:58:17+00:00,"@FoxNews He shouldn’t be threatened, but ignored by us and embarrassed by his actions. Regardless of the political party of the leader, the person occupy the office is OUR president. China and Russia laugh at us and the rest of the world is shocked how tribal and ignorant we have become.",en,Hawkcable,Negative,0.8136601448059082
82,16,2021-12-26 06:05:16+00:00,@FoxNews Small businesses are buried in Trump's tax increases after he gave C-Corporations massive tax welfare discounts. The taxes transferred directly to all taxpayers. Replace Manchin. Don't you think he is likely taking money from Russia to disrupt our country? That would be treason.,en,Concern11711115,Negative,0.8226991891860962
83,17,2021-12-26 02:21:03+00:00,@FoxNews And Russia!,en,sambow24f,Neutral,0.5612069368362427
84,18,2021-12-26 00:28:19+00:00,"@FoxNews Funny this is after all western countries idiot ""leaders"" were all for building this industrial-financially powerful behemoth called China 🇨🇳 ?\n\nHere the New and improved CHINA 🇨🇳 and its colonies,\n\nSouth Korea, Hong Kong, Taiwan, Vietnam, North Korea, Russia, soon to be more...",en,EdEspam,Neutral,0.47092047333717346
85,19,2021-12-26 00:04:56+00:00,"@FoxNews He is correct, against Russia, Iran, N Korea also.",en,NSense2021,Neutral,0.71723872423172
86,0,2021-12-27 22:48:12+00:00,@FoxNews But still not covering the most recent GOP involvement with Russia that raises serious security concerns.\nhttps://t.co/pRFwu5SYpT,en,jayce1315,Negative,0.7298491597175598
87,1,2021-12-27 21:00:59+00:00,"@FoxNews Hey Fox, instead of dredging up 33 year old comments in an effort to sew division and hatred why not report on conditions in Russia today? And which R politicians are in bed with Putin and his corrupt authoritarian oligarchy? https://t.co/Q1Vj5s6FUB",en,BlaneErwin,Negative,0.7558910250663757
88,2,2021-12-27 20:55:12+00:00,@FoxNews Today Fox and the Republican Party “extol” Russia.,en,_USAPatriot_,Negative,0.7086342573165894
89,3,2021-12-27 20:49:23+00:00,"@FoxNews After 4 years of FOX defending Trump, who told the world Russia, a country who's total revenue is smaller than California's, that they are better than us, you find this on Berni? Re-watch Helsinki &amp; ur review.\nYou people must be desperate.\nAre the walls crumbling around Fox?\n👍",en,sandismithusa,Negative,0.8865862488746643
90,4,2021-12-27 20:48:23+00:00,@FoxNews if Ukraine has a battle-ready military of 400K why is Putin parking on their frontier any business for the US?,en,casareilly,Negative,0.4925437867641449
91,5,2021-12-27 20:30:48+00:00,"@FoxNews Speaking of Russia, have you heard the one about the congressman in a wheelchair that was hanging out in a Russian casino?",en,jrreece1623,Neutral,0.6136561036109924
92,6,2021-12-27 20:27:59+00:00,"@FoxNews Madison Cawthorn extolled the Russian military yesterday. \n\nBy the way, former president and insurrection advocate Donald Trump extolled Russia from 2016 to 2020. And then his presidency collapsed.",en,dialogician,Negative,0.7807788252830505
93,7,2021-12-27 20:09:58+00:00,"@FoxNews Russia, figures our borders are so weak. Might as well reduce and remove 10,000 Troops.",en,dbriggs0521,Negative,0.882688581943512
94,8,2021-12-27 19:49:03+00:00,@FoxNews Fox: Russia Propaganda Network,en,_USAPatriot_,Negative,0.7148677706718445
95,9,2021-12-27 19:15:10+00:00,"@FoxNews ""Wait, Trump set up his 2016 GOP Convention HQ in a Cleveland hotel owned by UKRAINIAN RuMOB BOSS IHOR KOLOMOISKY? \n\nWhere they changed the GOP platform to leave Ukraine undefended? ""\n\nhttps://t.co/1FDWZOeiOe",en,rokmoto131,Neutral,0.5530848503112793
96,10,2021-12-27 18:18:46+00:00,"@FoxNews @tedcruz That is a blatant lie. But what do you expect from right wing Fascist propaganda media that makes a living on lies.\n\nTed Cruz blocked critical diplomatic nominees (who are professionals not radicals), in an effort to stop a critical pipeline for Germany from Russia.",en,rocha_earl,Negative,0.9021690487861633
97,11,2021-12-27 18:15:51+00:00,"@FoxNews Right, Cuba and Russia and Venezuela will pass us by",en,fxes,Negative,0.6465922594070435
98,12,2021-12-27 17:58:59+00:00,"@FoxNews When one person/party has unchecked control of elections, you’re taking away the voice of the people. We’re going the way of Russia.",en,NotTodayLuv,Negative,0.8489556312561035
99,13,2021-12-27 13:42:23+00:00,"@FoxNews In Germany under Hitler, Russia under Stalin, China under Mao the children are considered property of the state and were taken from parents for education or work.\n\nThis a key item in Marxist socialism.",en,USA1LandofFree,Negative,0.5913481116294861
100,14,2021-12-27 10:13:34+00:00,"@FoxNews that's because kids are easier to control and abide by the state's dictates, just like Russia and China....her view of paradise, don't forget Venezuela",en,jeansbluejeans,Negative,0.5582556128501892
101,15,2021-12-27 01:29:10+00:00,@FoxNews Fox News wants Russia and China to know the operational readiness of our forces.,en,francisbarcsone,Neutral,0.6922579407691956
102,0,2021-12-28 23:40:06+00:00,"@FoxNews She's just a talking head. She has no clue what she's reading. Where are all of the demands to retract statements about Trump's ""Russia collusion""? Nothing on that front, huh?",en,_Br0din_,Negative,0.8853157758712769
103,1,2021-12-28 20:02:44+00:00,@FoxNews Russia is taking another country and we can’t even take care of ourselves,en,JamesDonovan18,Negative,0.890911877155304
104,2,2021-12-28 19:41:41+00:00,@FoxNews This guy Madfow still hasn't apogized for the Russia hoax.,en,Jack62595369,Negative,0.669848620891571
105,3,2021-12-28 18:50:39+00:00,@FoxNews Who remembers when Russia &amp; Germany used to drug the females with hormones to make them perform like dudes…🤷🏾‍♀️ now we have dudes saying their females 🤦🏾‍♀️GO FIGURE… Cheating is CHEATING 😡,en,Joy4_NewAge,Negative,0.8131689429283142
106,4,2021-12-28 18:26:00+00:00,"@FoxNews No he didn’t. Time to snap back to reality @GOP and @FoxNews. The current biggest threat to this country is the insurrectionist members of the GOP, which is apparently growing and how dedicated they are to Russia and Russian disinformation.",en,JaneChoco,Negative,0.7821115851402283
107,5,2021-12-28 15:10:12+00:00,"@FoxNews I used to believe that the worst enemy of the United States were Russia and China. That was long ago before I discovered MTG &amp; Fox News. Fox News and the entire GOP crave for Biden’s failure that Russia &amp; China combined. The real enemy is within, folks.",en,jst_brown,Negative,0.8544858694076538
108,6,2021-12-28 13:59:47+00:00,@FoxNews Trump and associates are connected to Russia. https://t.co/QSnGTj554T,en,Mission28039176,Neutral,0.5888615250587463
109,7,2021-12-28 13:49:27+00:00,"@FoxNews Can anyone tell me how exactly the dossier was debunked? Especially, when we witnessed Trump ask Russia for assistance on live television",en,a_brown35,Negative,0.54510897397995
110,8,2021-12-28 13:25:45+00:00,"@FoxNews Record high stock market record high property values record high wage growth 4.2% unemployment biggest infrastructure deal ever, ending wars, forcing putin to withdraw from Ukraine. Biggest holiday sales increase in 17 years. Pretty great.",en,JohnBrown1858,Positive,0.9402273893356323
111,9,2021-12-28 12:20:04+00:00,@FoxNews If your dislike President Biden ONLY because you are a disciple of Humpty Trumpty \nYou have a problem with living in a Democracy\nWhen Trump loses again in 2024 your only hope is he invites you to move to Russia with him,en,ishmael2702,Negative,0.8805088400840759
112,10,2021-12-28 00:20:43+00:00,"@FoxNews Why does Fox News have such a close alliance with Russian media and why do you broadcast the same antiAmerican propaganda played 2 days ahead of your propaganda on Russian TV? Is Trump allied with Russia and if so, is that why you push his lies? https://t.co/6oJiZTPjyu",en,MarieDo04899294,Negative,0.8000898361206055
113,0,2021-12-29 21:28:27+00:00,@FoxNews Perhaps we should look at FOX employees’ retirements. It would be fun to see how much Russia is paying for all the propaganda.,en,666HellAwaits,Negative,0.5278506278991699
114,1,2021-12-29 19:01:48+00:00,@FoxNews WHY Wait it's been a YEAR already / I think they should ALL Give Back 4 Years of their Pay to the people Because of the Fake Russia Hoax !,en,thdon4u,Negative,0.9039595127105713
115,2,2021-12-29 18:13:40+00:00,"@FoxNews @CNNPolitics @maddow \nWelcome to Byron York's Daily Memo newsletter. https://t.co/GgBgExkRNW\n\nThe left’s latest “Russia Hoax, Hoax” proving that they simply can’t face reality so they just keep pluggin’ away. It would be hilarious if it wasn’t so evil and sick.",en,CaptainNathan5,Negative,0.5610496401786804
116,3,2021-12-29 12:43:35+00:00,@FoxNews Doing their best to help dems in mid term. Russia Russia Russia all over again,en,Judy21777281,Negative,0.5006124377250671
117,4,2021-12-29 07:19:35+00:00,"@FoxNews Let Americans shoot each other for any reason, the USA doesn't need Russia or China to invade they are great at killing themselves.",en,PSkip38,Negative,0.8858556151390076
118,5,2021-12-29 06:25:42+00:00,"@FoxNews Summer of 2022‼️❓STALLING'S apparantly invariably his winning TACTIC.  Fascism which is a form of the far-right, authoritarian ultranationalism characterized by dictatorial power, and forcible suppression of opposition...China,Russia,Cuba and N Korea! Is this to be our nemesis❓",en,ALFREDO15297008,Negative,0.6370911002159119
119,6,2021-12-29 02:00:13+00:00,@FoxNews She has been lying to her viewers for years! Has she apologized about the Russia Hoax? She went on and on about it. If they choose to still watch  her garbage show or any MSM.. Then it is their own fault 🤷‍♀️,en,mandylyn43,Negative,0.9258865714073181
120,7,2021-12-29 00:18:16+00:00,@FoxNews Is Sean Hannity Laura Ingraham Tucker Carlson and all the rest of the cast and actors on Fox Hollywood tabloid entertainment news really advocating for us to go to war with Russia over Ukraine sovereignty just come out and say that's what you want Americans to do,en,NiteStalker714,Negative,0.536078691482544
121,0,2021-12-30 23:14:46+00:00,@FoxNews Where is Ron Desantis?  On a ventilator with Covid?  Visiting Putin in Russia like every other Republican does? Florida is in crisis and their Governor is MIA.  PERHAPS FOX HAS MORE TO LOOK IN TO THAN STAFFER GOSSIP?!?,en,Paultx890,Negative,0.8872631192207336
122,1,2021-12-30 18:33:53+00:00,@FoxNews dear god what is anyone allowing Biden to talk to Putin about? We have no Secretary of State with any brains or homeland security or Attorney General or anything of the sort or secretary of defense to show any strength to Russia or China or North Korea  sad,en,elaine72658,Negative,0.9027589559555054
123,2,2021-12-30 16:52:21+00:00,"@FoxNews Oklahoma is following the lead of the Nazi Party, Soviet Russia and the Chinese Communist Party. \n\nIt seems the GQP doesn’t believe that you should be free to think, or free to read what you choose to read.",en,vinny24240701,Negative,0.8573840856552124
124,3,2021-12-30 16:19:23+00:00,@FoxNews must get a lot of money from their motherland Russia. https://t.co/e5aejt7Xcy,en,mountain_rider_,Neutral,0.48528778553009033
125,4,2021-12-30 13:06:50+00:00,"@FoxNews Kamela, Hillary or Sarah Pain it doesn't matter sides,\n America is not ready for female politicians. Can you imagine USA with a female President. China, Russia, Japan, Argentina and other powerful countries would not respect us. No issue with women being Secretary of State.",en,festive2018,Negative,0.7369267344474792
126,5,2021-12-30 12:08:58+00:00,@FoxNews Forgotten promises.\n1. “I’ll shut down this virus”.\n2. “I’ll get a grip on crime”.\n3. “I’ll bring peace to the people of Afghanistan”.\n4. “I’ll build a strong economy”.\n5. “I’ll unite 🇺🇸.”\n6. “Ukraine will be safe.”\n7. “I’ll deal with Iran.” https://t.co/UT22eKNMVV,en,OhioStateNiner,Neutral,0.6576991081237793
